School Name,State,Classification,StudentBody,SEVASize
Navajo Prep,NM,4A,,600
New Mexico Military Institute,NM,4A,,600
Pojoaque Valley,NM,4A,604,600
Portales,NM,4A,793,600
Robertson,NM,4A,,600
Ruidoso,NM,4A,,600
Sandia Prep,NM,4A,,600
Santa Fe Indian,NM,4A,,600
Shiprock,NM,4A,,600
Silver,NM,4A,,600
Socorro,NM,4A,,600
St. Michael's,NM,4A,,600
Taos,NM,4A,,600
Thoreau,NM,4A,,600
West Las Vegas,NM,4A,,600
Wingate,NM,4A,,600
Alamogordo,NM,5A,1432,1200
Albuquerque Academy,NM,5A,637,1200
Artesia,NM,5A,728,1200
Aztec,NM,5A,970,1200
Belen,NM,5A,1130,1200
Bloomfield,NM,5A,819,1200
Capital,NM,5A,1319,1200
Chaparral,NM,5A,1130,1200
Del Norte,NM,5A,1207,1200
Deming,NM,5A,1382,1200
Espanola Valley,NM,5A,,1200
Farmington,NM,5A,,1200
Gallup,NM,5A,,1200
Goddard,NM,5A,,1200
Grants,NM,5A,,1200
Kirtland Central,NM,5A,,1200
Los Alamos,NM,5A,,1200
Los Lunas,NM,5A,,1200
Lovington,NM,5A,,1200
Miyamura,NM,5A,,1200
Roswell,NM,5A,,1200
Santa Teresa,NM,5A,,1200
St. Pius X,NM,5A,,1200
Valencia,NM,5A,,1200
Albuquerque,NM,6A,1731,2000
Atrisco Heritage Academy,NM,6A,2388,2000
Carlsbad,NM,6A,1674,2000
Centennial,NM,6A,1358,2000
Cibola,NM,6A,1878,2000
Cleveland,NM,6A,2383,2000
Clovis,NM,6A,1619,2000
Eldorado,NM,6A,1876,2000
Gadsden,NM,6A,1618,2000
Highland,NM,6A,1558,2000
Hobbs,NM,6A,,2000
La Cueva,NM,6A,,2000
Las Cruces,NM,6A,,2000
Manzano,NM,6A,,2000
Mayfield,NM,6A,,2000
Onate,NM,6A,,2000
Piedra Vista,NM,6A,,2000
Rio Grande,NM,6A,,2000
Rio Rancho,NM,6A,,2000
Sandia,NM,6A,,2000
Santa Fe,NM,6A,,2000
Valley,NM,6A,,2000
Volcano Vista,NM,6A,,2000
West Mesa,NM,6A,,2000
Amityville Memorial,NY,A,761,1100
Amsterdam,NY,A,1129,1100
Averill Park,NY,A,1084,1100
Batavia,NY,A,656,1100
Bayport-Blue Point,NY,A,785,1100
Beacon,NY,A,972,1100
Bethpage,NY,A,943,1100
Bodley,NY,A,1136,1100
Brewster,NY,A,1161,1100
Brighton,NY,A,1153,1100
Brockport,NY,A,,1100
Burke Catholic,NY,A,,1100
Burnt Hills-Ballston Lake,NY,A,,1100
Byram Hills,NY,A,,1100
Camden,NY,A,,1100
Canandaigua Academy,NY,A,,1100
Carthage,NY,A,,1100
Central Valley Academy,NY,A,,1100
Chittenango,NY,A,,1100
Christian Brothers Academy,NY,A,,1100
Churchville-Chili,NY,A,,1100
Clarke,NY,A,,1100
Comsewogue,NY,A,,1100
Cornwall Central,NY,A,,1100
Cortland,NY,A,,1100
Division,NY,A,,1100
East Hampton,NY,A,,1100
East Syracuse-Minoa,NY,A,,1100
Eastridge,NY,A,,1100
Floral Park Memorial,NY,A,,1100
Franklin Academy,NY,A,,1100
Garden City,NY,A,,1100
Geneva,NY,A,,1100
Glen Cove,NY,A,,1100
Glens Falls,NY,A,,1100
Gloversville,NY,A,,1100
Goshen Central,NY,A,,1100
Great Neck North,NY,A,,1100
Greece Arcadia,NY,A,,1100
Greece Athena,NY,A,,1100
Greece Olympia,NY,A,,1100
Hampton Bays,NY,A,,1100
Harborfields,NY,A,,1100
Harrison,NY,A,,1100
Hendrick Hudson,NY,A,,1100
Hewlett,NY,A,,1100
Homer,NY,A,,1100
Honeoye Falls-Lima,NY,A,,1100
Hudson Falls,NY,A,,1100
Indian River,NY,A,,1100
Island Trees,NY,A,,1100
Islip,NY,A,,1100
Jamesville-DeWitt,NY,A,,1100
Jericho,NY,A,,1100
John Glenn,NY,A,,1100
Johnson City,NY,A,,1100
Lakeland,NY,A,,1100
Lansingburgh,NY,A,,1100
Lawrence,NY,A,,1100
Lynbrook,NY,A,,1100
MacArthur,NY,A,,1100
Manhasset,NY,A,,1100
Marcellus,NY,A,,1100
Massena,NY,A,,1100
Mendon,NY,A,,1100
Mexico,NY,A,,1100
Miller Place,NY,A,,1100
Mineola,NY,A,,1100
Mohonasen,NY,A,,1100
Monroe,NY,A,,1100
Mount Sinai,NY,A,,1100
New Hartford,NY,A,,1100
New Hyde Park Memorial,NY,A,,1100
New Paltz,NY,A,,1100
Newark,NY,A,,1100
North Shore,NY,A,,1100
Northeast/Northwest College Prep,NY,A,,1100
Notre Dame,NY,A,,1100
Notre Dame Bishop Gibbons,NY,A,,1100
Nyack,NY,A,,1100
Oneida,NY,A,,1100
Oswego,NY,A,,1100
Our Lady of Lourdes,NY,A,,1100
Owego Free Academy,NY,A,,1100
Panas,NY,A,,1100
Pearl River,NY,A,,1100
Peekskill,NY,A,,1100
Pelham Memorial,NY,A,,1100
Plainedge,NY,A,,1100
Port Chester,NY,A,,1100
Port Jervis,NY,A,,1100
Queensbury,NY,A,,1100
Red Hook,NY,A,,1100
Rockville Centre South Side,NY,A,,1100
Rocky Point,NY,A,,1100
Rondout Valley,NY,A,,1100
Roslyn,NY,A,,1100
Rye,NY,A,,1100
Saugerties,NY,A,,1100
Sayville,NY,A,,1100
School of the Arts,NY,A,,1100
Scotia-Glenville,NY,A,,1100
Seaford,NY,A,,1100
Shoreham-Wading River,NY,A,,1100
Sleepy Hollow,NY,A,,1100
Somers,NY,A,,1100
South Glens Falls,NY,A,,1100
Spring Valley,NY,A,,1100
Sutherland,NY,A,,1100
Troy,NY,A,,1100
Union-Endicott,NY,A,,1100
University Prep,NY,A,,1100
Valley Stream North,NY,A,,1100
Valley Stream South,NY,A,,1100
Vernon-Verona-Sherrill,NY,A,,1100
Wallkill,NY,A,,1100
Wantagh,NY,A,,1100
Watertown,NY,A,,1100
Wayne,NY,A,,1100
West Hempstead,NY,A,,1100
Westhampton Beach,NY,A,,1100
Whitesboro,NY,A,,1100
Wilson Magnet,NY,A,,1100
Grand Island,NY,A1,1045,1200
Hamburg,NY,A1,1157,1200
Hutchinson-Central Tech,NY,A1,1097,1200
Kenmore East,NY,A1,968,1200
McKinley,NY,A1,968,1200
North Tonawanda,NY,A1,1210,1200
South Park,NY,A1,887,1200
Sweet Home,NY,A1,1072,1200
Williamsville East,NY,A1,1078,1200
Williamsville South,NY,A1,959,1200
Amherst Central,NY,A2,779,900
Cheektowaga,NY,A2,680,900
Dunkirk,NY,A2,635,900
Iroquois,NY,A2,877,900
Lake Shore,NY,A2,859,900
Lewiston-Porter,NY,A2,739,900
Pioneer,NY,A2,754,900
Riverside,NY,A2,927,900
Starpoint,NY,A2,844,900
West Seneca East,NY,A2,904,900
Albany,NY,AA,2270,1700
Albany Academy for Boys,NY,AA,,1700
Aquinas Institute,NY,AA,579,1700
Arlington,NY,AA,3313,1700
Auburn,NY,AA,1326,1700
Baldwin,NY,AA,1647,1700
Baldwinsville,NY,AA,,1700
Ballston Spa,NY,AA,1333,1700
Bay Shore,NY,AA,1874,1700
Bellport,NY,AA,1377,1700
Bethlehem Central,NY,AA,1605,1700
Binghamton,NY,AA,1585,1700
Bishop Kearney,NY,AA,552,1700
Bishop Maginn,NY,AA,,1700
Brentwood,NY,AA,,1700
Calhoun,NY,AA,,1700
Carey,NY,AA,,1700
Carmel,NY,AA,,1700
Catholic Central,NY,AA,,1700
Centereach,NY,AA,,1700
Central Islip,NY,AA,,1700
Central Square,NY,AA,,1700
Christian Brothers Academy,NY,AA,,1700
Cicero-North Syracuse,NY,AA,,1700
Clarence,NY,AA,,1700
Clarkstown North,NY,AA,,1700
Clarkstown South,NY,AA,,1700
Colonie Central,NY,AA,,1700
Columbia,NY,AA,,1700
Commack,NY,AA,,1700
Connetquot,NY,AA,,1700
Copiague,NY,AA,,1700
Corcoran,NY,AA,,1700
Corning-Painted Post,NY,AA,,1700
Deer Park,NY,AA,,1700
East,NY,AA,,1700
East Islip,NY,AA,,1700
East Meadow,NY,AA,,1700
Eastport-South Manor,NY,AA,,1700
Edison Tech,NY,AA,,1700
Elmira/Southside,NY,AA,,1700
Elmont Memorial,NY,AA,,1700
Fairport,NY,AA,,1700
Farmingdale,NY,AA,,1700
Fayetteville-Manlius,NY,AA,,1700
Fowler,NY,AA,,1700
Fox Lane,NY,AA,,1700
Freeport,NY,AA,,1700
Frontier,NY,AA,,1700
Gates Chili,NY,AA,,1700
Gorton,NY,AA,,1700
Great Neck South,NY,AA,,1700
Greeley,NY,AA,,1700
Green Tech,NY,AA,,1700
Guilderland,NY,AA,,1700
Half Hollow Hills East,NY,AA,,1700
Half Hollow Hills West,NY,AA,,1700
Hauppauge,NY,AA,,1700
Hempstead,NY,AA,,1700
Henninger,NY,AA,,1700
Herricks,NY,AA,,1700
Hicksville,NY,AA,,1700
Hilton,NY,AA,,1700
Horseheads,NY,AA,,1700
Huntington,NY,AA,,1700
Irondequoit,NY,AA,,1700
Ithaca,NY,AA,,1700
Jamestown,NY,AA,,1700
"John Jay (Cross River, NY)",NY,AA,,1700
"John Jay (Hopewell Junction, NY)",NY,AA,,1700
Kenmore West,NY,AA,,1700
Kennedy,NY,AA,,1700
Ketcham,NY,AA,,1700
Kings Park,NY,AA,,1700
Kingston,NY,AA,,1700
Lancaster,NY,AA,,1700
LaSalle Institute,NY,AA,,1700
Lincoln,NY,AA,,1700
Lindenhurst,NY,AA,,1700
Liverpool,NY,AA,,1700
Lockport,NY,AA,,1700
Long Beach,NY,AA,,1700
Longwood,NY,AA,,1700
Mahopac,NY,AA,,1700
Mamaroneck,NY,AA,,1700
Massapequa,NY,AA,,1700
McQuaid Jesuit,NY,AA,,1700
Mepham,NY,AA,,1700
Middletown,NY,AA,,1700
Minisink Valley,NY,AA,,1700
Monroe-Woodbury,NY,AA,,1700
Mt. Vernon,NY,AA,,1700
New Rochelle,NY,AA,,1700
Newburgh Free Academy,NY,AA,,1700
Newfield,NY,AA,,1700
Niagara Falls,NY,AA,,1700
Niagara-Wheatfield,NY,AA,,1700
Niskayuna,NY,AA,,1700
North Babylon,NY,AA,,1700
North Rockland,NY,AA,,1700
Northport,NY,AA,,1700
Nottingham,NY,AA,,1700
Oceanside,NY,AA,,1700
Orchard Park,NY,AA,,1700
Ossining,NY,AA,,1700
Patchogue-Medford,NY,AA,,1700
Penfield,NY,AA,,1700
Pine Bush,NY,AA,,1700
Plainview-Old Bethpage JFK,NY,AA,,1700
Port Washington,NY,AA,,1700
Poughkeepsie,NY,AA,,1700
Proctor,NY,AA,,1700
Ramapo,NY,AA,,1700
Riverhead,NY,AA,,1700
Rome Free Academy,NY,AA,,1700
"Roosevelt (Hyde Park, NY)",NY,AA,,1700
"Roosevelt (Yonkers, NY)",NY,AA,,1700
Rush-Henrietta,NY,AA,,1700
Sachem East,NY,AA,,1700
Sachem North,NY,AA,,1700
Saratoga Springs,NY,AA,,1700
Saunders Trades & Tech,NY,AA,,1700
Scarsdale,NY,AA,,1700
Schenectady,NY,AA,,1700
Sewanhaka,NY,AA,,1700
Shaker,NY,AA,,1700
Shenendehowa,NY,AA,,1700
Smithtown East,NY,AA,,1700
Smithtown West,NY,AA,,1700
Spencerport,NY,AA,,1700
Suffern,NY,AA,,1700
Syosset,NY,AA,,1700
Uniondale,NY,AA,,1700
Valley Central,NY,AA,,1700
Valley Stream Central,NY,AA,,1700
Vestal,NY,AA,,1700
Victor,NY,AA,,1700
Walt Whitman,NY,AA,,1700
Ward Melville,NY,AA,,1700
Warwick,NY,AA,,1700
Washingtonville,NY,AA,,1700
Webster Schroeder,NY,AA,,1700
Webster Thomas,NY,AA,,1700
West Babylon,NY,AA,,1700
West Genesee,NY,AA,,1700
West Islip,NY,AA,,1700
West Seneca West,NY,AA,,1700
Westbury,NY,AA,,1700
White Plains,NY,AA,,1700
William Floyd,NY,AA,,1700
Williamsville North,NY,AA,,1700
Yorktown,NY,AA,,1700
Adirondack,NY,B,393,700
Albertus Magnus,NY,B,477,700
Altmar-Parish-Williamstown,NY,B,415,700
Attica,NY,B,490,700
Babylon,NY,B,544,700
Beekmantown,NY,B,595,700
Birdlebough,NY,B,611,700
Briarcliff,NY,B,584,700
Broadalbin-Perth,NY,B,579,700
Bronxville,NY,B,401,700
Cairo-Durham,NY,B,,700
Canastota,NY,B,,700
Canton,NY,B,,700
Carle Place,NY,B,,700
Catskill,NY,B,,700
Cazenovia,NY,B,,700
Center Moriches,NY,B,,700
Charles O. Dickerson,NY,B,,700
Chatham,NY,B,,700
Chenango Forks,NY,B,,700
Chenango Valley,NY,B,,700
Clinton,NY,B,,700
Cobleskill-Richmondville,NY,B,,700
Cohoes,NY,B,,700
Cold Spring Harbor,NY,B,,700
Corinth,NY,B,,700
Coxsackie-Athens,NY,B,,700
Croton-Harmon,NY,B,,700
Dansville,NY,B,,700
Dobbs Ferry,NY,B,,700
Dryden,NY,B,,700
Eastchester,NY,B,,700
Edgemont,NY,B,,700
Ellenville,NY,B,,700
Fonda-Fultonville,NY,B,,700
Franklin,NY,B,,700
General Brown,NY,B,,700
Gouverneur,NY,B,,700
Granville,NY,B,,700
Greece Odyssey,NY,B,,700
Hannibal,NY,B,,700
Hastings,NY,B,,700
Haverling,NY,B,,700
Highland,NY,B,,700
Holland Patent,NY,B,,700
Hoosick Falls,NY,B,,700
Hornell,NY,B,,700
Hudson,NY,B,,700
Ichabod Crane,NY,B,,700
Institute of Tech,NY,B,,700
Irvington,NY,B,,700
Johnstown,NY,B,,700
Jordan-Elbridge,NY,B,,700
Kennedy Catholic,NY,B,,700
Le Roy,NY,B,,700
Leadership Academy,NY,B,,700
Liberty,NY,B,,700
Livonia,NY,B,,700
Locust Valley,NY,B,,700
Lowville,NY,B,,700
Malverne,NY,B,,700
Marlboro Central,NY,B,,700
Mattituck,NY,B,,700
McGann-Mercy,NY,B,,700
Mechanicville,NY,B,,700
Mekeel Christian Academy,NY,B,,700
Midlakes,NY,B,,700
Nanuet,NY,B,,700
North Rose-Wolcott,NY,B,,700
Northeastern Clinton,NY,B,,700
Ogdensburg Free Academy,NY,B,,700
Olean,NY,B,,700
O'Neill,NY,B,,700
Onteora,NY,B,,700
Oyster Bay,NY,B,,700
Palisade Prep,NY,B,,700
Palmyra-Macedon,NY,B,,700
Pawling,NY,B,,700
Penn Yan Academy,NY,B,,700
Peru,NY,B,,700
Plattsburgh,NY,B,,700
Pleasantville,NY,B,,700
Port Jefferson,NY,B,,700
Potsdam,NY,B,,700
Putnam Valley,NY,B,,700
Ravena-Coeymans-Selkirk,NY,B,,700
Rye Neck,NY,B,,700
Salmon River,NY,B,,700
Saranac,NY,B,,700
Saranac Lake,NY,B,,700
Schalmont,NY,B,,700
Schuylerville,NY,B,,700
Seton Catholic Central,NY,B,,700
Sherburne-Earlville,NY,B,,700
Skaneateles,NY,B,,700
Solvay,NY,B,,700
South Jefferson,NY,B,,700
Southampton,NY,B,,700
Spackenkill,NY,B,,700
Susquehanna Valley,NY,B,,700
Taconic Hills,NY,B,,700
Tamarac,NY,B,,700
Voorheesville,NY,B,,700
Waterloo,NY,B,,700
Watervliet,NY,B,,700
Waverly,NY,B,,700
Wayland-Cohocton,NY,B,,700
Wellsville,NY,B,,700
Westhill,NY,B,,700
Westlake,NY,B,,700
Wheatley,NY,B,,700
Whitman,NY,B,,700
Windsor Central,NY,B,,700
Woodlands,NY,B,,700
Wyandanch,NY,B,,700
Albion,NY,B1,,700
Alden,NY,B1,575,700
Bennett,NY,B1,597,700
Buffalo Academy for Visual & Performing Arts,NY,B1,398,700
Burgard,NY,B1,537,700
City Honors,NY,B1,486,700
Depew,NY,B1,596,700
East Aurora,NY,B1,615,700
Eden,NY,B1,507,700
Griffith Institute,NY,B1,599,700
Lafayette,NY,B1,461,700
Maryvale,NY,B1,,700
Medina,NY,B1,,700
Newfane,NY,B1,,700
Tonawanda,NY,B1,,700
Akron,NY,B2,441,500
Charter School for Applied Tech,NY,B2,515,500
Cleveland Hill,NY,B2,394,500
Da Vinci,NY,B2,389,500
East,NY,B2,,500
Emerson Vo-Tech,NY,B2,,500
Falconer,NY,B2,378,500
Fredonia,NY,B2,499,500
Health Sciences Charter,NY,B2,437,500
Kennedy,NY,B2,143,500
Lackawanna,NY,B2,474,500
Oracle Charter,NY,B2,368,500
Royalton-Hartland,NY,B2,,500
Southwestern,NY,B2,,500
Wilson,NY,B2,,500
Addison,NY,C,305,300
Alexander,NY,C,271,300
Avon,NY,C,322,300
Bainbridge-Guilford,NY,C,68,300
Beaver River,NY,C,262,300
Berlin,NY,C,232,300
Berne-Knox-Westerlo,NY,C,285,300
Bishop Grimes,NY,C,268,300
Blind Brook,NY,C,471,300
Bloomfield,NY,C,330,300
Bolivar-Richburg,NY,C,,300
Brushton-Moira,NY,C,,300
Byron-Bergen,NY,C,,300
Caledonia-Mumford,NY,C,,300
Cambridge,NY,C,,300
Campbell-Savona,NY,C,,300
Canajoharie,NY,C,,300
Canisteo-Greenwood,NY,C,,300
Cato-Meridian,NY,C,,300
Clark Academy,NY,C,,300
Clifton-Fine,NY,C,,300
Clyde-Savannah,NY,C,,300
Cooperstown,NY,C,,300
Cuba-Rushford,NY,C,,300
Delaware Academy,NY,C,,300
Dolgeville,NY,C,,300
Duanesburg,NY,C,,300
Dundee,NY,C,,300
Early College International,NY,C,,300
East Rochester,NY,C,,300
East Rockaway,NY,C,,300
Edison,NY,C,,300
Fabius Pompey,NY,C,,300
Fort Plain,NY,C,,300
Frankfort-Schuyler,NY,C,,300
Friends Academy,NY,C,,300
Galway,NY,C,,300
Gananda Central,NY,C,,300
Geneseo,NY,C,,300
Greene,NY,C,,300
Greenport,NY,C,,300
Greenville,NY,C,,300
Greenwich,NY,C,,300
Groton,NY,C,,300
Hadley Luzerne,NY,C,,300
Haldane,NY,C,,300
Hamilton,NY,C,,300
Harpursville,NY,C,,300
Herkimer,NY,C,,300
Holley,NY,C,,300
Honeoye,NY,C,,300
Hoosic Valley,NY,C,,300
Keio Academy of N.Y.,NY,C,,300
Kendall,NY,C,,300
Keshequa,NY,C,,300
LaFayette,NY,C,,300
Lake George,NY,C,,300
Lansing,NY,C,,300
Letchworth,NY,C,,300
Little Falls,NY,C,,300
Lyons,NY,C,,300
Maple Hill,NY,C,,300
Marathon,NY,C,,300
Marion,NY,C,,300
Mayfield,NY,C,,300
Middleburgh,NY,C,,300
Moravia,NY,C,,300
Mt. Markham,NY,C,,300
Mynderse Academy,NY,C,,300
Naples,NY,C,,300
Newark Valley,NY,C,,300
Newfield,NY,C,,300
North Salem,NY,C,,300
Northern Adirondack,NY,C,,300
Norwood-Norfolk,NY,C,,300
Notre Dame,NY,C,,300
Oakfield-Alabama,NY,C,,300
Odessa-Montour,NY,C,,300
Onondaga,NY,C,,300
Oxford Academy,NY,C,,300
Pavilion,NY,C,,300
Pembroke,NY,C,,300
Perry,NY,C,,300
Pierson,NY,C,,300
Pine Plains,NY,C,,300
Port Byron,NY,C,,300
Pulaski,NY,C,,300
Red Creek,NY,C,,300
Red Jacket,NY,C,,300
Rensselaer,NY,C,,300
Rochester Academy,NY,C,,300
Rochester Career Mentoring,NY,C,,300
Ross,NY,C,,300
Sandy Creek,NY,C,,300
Saratoga Central Catholic,NY,C,,300
Sauquoit Valley,NY,C,,300
Schechter,NY,C,,300
Schoharie,NY,C,,300
Seton Catholic Central,NY,C,,300
Sidney,NY,C,,300
Sodus,NY,C,,300
South Lewis,NY,C,,300
South Seneca,NY,C,,300
Southold,NY,C,,300
Spencer-Van Etten,NY,C,,300
St. Johnsville,NY,C,,300
St. Lawrence Central,NY,C,,300
Stillwater,NY,C,,300
Stony Brook,NY,C,,300
Sullivan West,NY,C,,300
Syracuse Academy of Science,NY,C,,300
Thousand Islands,NY,C,,300
Ticonderoga,NY,C,,300
Tioga,NY,C,,300
Tri-Valley,NY,C,,300
Tuckahoe,NY,C,,300
Tully,NY,C,,300
Tupper Lake,NY,C,,300
Unadilla Valley,NY,C,,300
Unatego,NY,C,,300
Union Springs,NY,C,,300
Valhalla,NY,C,,300
Walton,NY,C,,300
Warsaw,NY,C,,300
Waterford-Halfmoon,NY,C,,300
Waterville,NY,C,,300
Watkins Glen,NY,C,,300
Weedsport,NY,C,,300
West Canada Valley,NY,C,,300
Westmoreland,NY,C,,300
Wheatland-Chili,NY,C,,300
Whitehall,NY,C,,300
Williamson,NY,C,,300
World of Inquiry,NY,C,,300
York,NY,C,,300
Allegany-Limestone,NY,C1,352,400
Barker,NY,C1,287,400
Cassadaga Valley,NY,C1,315,400
Cattaraugus-Little Valley,NY,C1,247,400
Chautauqua Lake,NY,C1,333,400
Gowanda,NY,C1,,400
Salamanca,NY,C1,,400
Silver Creek,NY,C1,,400
Tapestry,NY,C1,,400
Western New York Maritime Charter,NY,C1,,400
AuSable Valley,NY,C2,383,400
Buffalo Academy of Science,NY,C2,259,400
Franklinville,NY,C2,187,400
Frewsburg,NY,C2,259,400
Global Concepts,NY,C2,283,400
Holland,NY,C2,,400
Math Science Tech Prep at Seneca,NY,C2,,400
Middle Early College,NY,C2,,400
Olmsted,NY,C2,,400
Portville,NY,C2,,400
Randolph,NY,C2,,400
All Hallows,NY,CHSAA A,663,900
Bishop Ford,NY,CHSAA A,771,900
Cardinal Spellman,NY,CHSAA A,1430,900
Monsignor McClancy,NY,CHSAA A,872,900
Monsignor Scanlan,NY,CHSAA A,473,900
Mt. St. Michael Academy,NY,CHSAA A,528,900
Nazareth,NY,CHSAA A,,900
Regis,NY,CHSAA A,529,900
Salesian,NY,CHSAA A,,900
Upton Lake Christian,NY,CHSAA A,,900
Xavier,NY,CHSAA A,,900
Archbishop Molloy,NY,CHSAA AA,1586,1300
Archbishop Stepinac,NY,CHSAA AA,617,1300
Bishop Loughlin,NY,CHSAA AA,736,1300
Cardinal Hayes,NY,CHSAA AA,940,1300
Christ the King,NY,CHSAA AA,,1300
Fordham Prep,NY,CHSAA AA,985,1300
Holy Cross,NY,CHSAA AA,886,1300
Iona Prep,NY,CHSAA AA,750,1300
St. Francis Prep,NY,CHSAA AA,2639,1300
St. Raymond Boys,NY,CHSAA AA,,1300
Xaverian,NY,CHSAA AA,,1300
Cathedral Prep,NY,CHSAA B,176,700
LaSalle Academy,NY,CHSAA B,,700
Sacred Heart,NY,CHSAA B,401,700
St. Edmund Prep,NY,CHSAA B,731,700
St. John's Prep,NY,CHSAA B,825,700
Chaminade,NY,CHSAA NS,1700,1500
Holy Trinity,NY,CHSAA NS,,1500
Kellenberg Memorial,NY,CHSAA NS,1459,1500
St. Anthony's,NY,CHSAA NS,2522,1500
St. Dominic,NY,CHSAA NS,423,1500
St. John the Baptist,NY,CHSAA NS,,1500
St. Mary's,NY,CHSAA NS,679,1500
Monsignor Farrell,NY,CHSAA SI,872,900
Moore Catholic,NY,CHSAA SI,570,900
St. Joseph-by-the-Sea,NY,CHSAA SI,1200,900
St. Peter's,NY,CHSAA SI,563,900
Afton,NY,D,161,200
Alexandria Central,NY,D,199,200
Alfred-Almond,NY,D,207,200
Andes Central,NY,D,35,200
Andover,NY,D,102,200
Argyle,NY,D,186,200
Arkport Central,NY,D,147,200
Avoca Central,NY,D,131,200
Belfast,NY,D,85,200
Belleville Henderson Central,NY,D,153,200
Bishop Ludden,NY,D,,200
Blessed Virgin Mary,NY,D,,200
Bolton Central,NY,D,,200
Bradford Central,NY,D,,200
Bridgehampton,NY,D,,200
Brocton,NY,D,,200
Brookfield Central,NY,D,,200
Canaseraga,NY,D,,200
Candor,NY,D,,200
Charlotte Valley,NY,D,,200
Chateaugay,NY,D,,200
Chazy,NY,D,,200
Cherry Valley-Springfield,NY,D,,200
Chester,NY,D,,200
Cincinnatus Central,NY,D,,200
Clymer Central,NY,D,,200
Colton-Pierrepont,NY,D,,200
Copenhagen,NY,D,,200
Crown Point,NY,D,,200
Deposit,NY,D,,200
DeRuyter,NY,D,,200
Doane Stuart,NY,D,,200
Downsville Central,NY,D,,200
Edmeston Central,NY,D,,200
Edwards-Knox,NY,D,,200
Elba,NY,D,,200
Eldred,NY,D,,200
Elizabethtown-Lewis Central,NY,D,,200
Ellicottville,NY,D,,200
Faith Heritage,NY,D,,200
Fillmore,NY,D,,200
Finney,NY,D,,200
Forestville Central,NY,D,,200
Fort Ann,NY,D,,200
Fort Edward,NY,D,,200
Franklin Central,NY,D,,200
Friendship,NY,D,,200
Genesee Valley,NY,D,,200
Germantown,NY,D,,200
Gilbertsville-Mt. Upton,NY,D,,200
Gilboa-Conesville Central,NY,D,,200
Hamilton,NY,D,,200
Hammond Central,NY,D,,200
Hammondsport,NY,D,,200
Hancock,NY,D,,200
Harley Allendale Columbia,NY,D,,200
Harrisville,NY,D,,200
Hartford Central,NY,D,,200
Hawthorne Cedar Knolls,NY,D,,200
Hawthorne Valley,NY,D,,200
Heatly,NY,D,,200
Hermon-DeKalb Central,NY,D,,200
Heuvelton Central,NY,D,,200
Hinsdale Central,NY,D,,200
Houghton Academy,NY,D,,200
Hunter-Tannersville,NY,D,,200
Immaculate Heart Central,NY,D,,200
Indian Lake Central/Long Lake Central,NY,D,,200
International Prep at Grover,NY,D,,200
Jasper-Troupsburg,NY,D,,200
Jefferson Central,NY,D,,200
Johnsburg Central,NY,D,,200
Keene Central,NY,D,,200
La Fargeville,NY,D,,200
Lake Placid,NY,D,,200
Laurens Central,NY,D,,200
Lima Christian,NY,D,,200
Lisbon Central,NY,D,,200
Livingston Manor,NY,D,,200
Loudonville Christian,NY,D,,200
Lyme Central,NY,D,,200
Madison Central,NY,D,,200
Madrid-Waddington,NY,D,,200
Manlius Pebble Hill,NY,D,,200
Maple Grove,NY,D,,200
Margaretville Central,NY,D,,200
McGraw,NY,D,,200
Milford Central,NY,D,,200
Millbrook,NY,D,,200
Moriah,NY,D,,200
Morris Central,NY,D,,200
Morristown Central,NY,D,,200
Morrisville-Eaton,NY,D,,200
Mount Morris,NY,D,,200
New Lebanon,NY,D,,200
New York Mills,NY,D,,200
Newcomb-Minerva,NY,D,,200
North Collins,NY,D,,200
North Warren Central,NY,D,,200
Northstar Christian Academy,NY,D,,200
Northville,NY,D,,200
Notre Dame,NY,D,,200
Oriskany,NY,D,,200
Otselic Valley,NY,D,,200
Panama,NY,D,,200
Parishville-Hopkinton,NY,D,,200
Pine Valley Central,NY,D,,200
Poland,NY,D,,200
Prattsburgh Central,NY,D,,200
Remsen,NY,D,,200
Richfield Springs Central,NY,D,,200
Romulus,NY,D,,200
Roxbury Central,NY,D,,200
Sackets Harbor Central,NY,D,,200
Salem,NY,D,,200
Schenevus Central,NY,D,,200
Schroon Lake,NY,D,,200
Scio Central,NY,D,,200
Sharon Springs Central,NY,D,,200
Shelter Island,NY,D,,200
Sherman,NY,D,,200
Smithtown Christian,NY,D,,200
South Kortright Central,NY,D,,200
Southern Cayuga,NY,D,,200
St. Regis Falls,NY,D,,200
Stamford Central,NY,D,,200
Stockbridge Valley,NY,D,,200
Town of Webb,NY,D,,200
Tyburn Academy,NY,D,,200
Warrensburg,NY,D,,200
Webber,NY,D,,200
Webster Christian,NY,D,,200
Webutuck,NY,D,,200
Wells,NY,D,,200
West Valley Central,NY,D,,200
Westfield,NY,D,,200
Westport Central,NY,D,,200
Whitesville Central,NY,D,,200
Willsboro Central,NY,D,,200
Windham-Ashland-Jewett,NY,D,,200
Worcester,NY,D,,200
Young,NY,D,,200
Archbishop Walsh,NY,Monsignor Martin A,65,200
Cardinal O'Hara,NY,Monsignor Martin A,247,200
Niagara Catholic,NY,Monsignor Martin A,133,200
Nichols,NY,Monsignor Martin A,290,200
St. Mary's,NY,Monsignor Martin A,,200
The Park School of Buffalo,NY,Monsignor Martin A,72,200
