School Name,State,Classification,StudentBody,SEVASize
Bishop Timon-St. Jude,NY,Monsignor Martin AA,262,700
Canisius,NY,Monsignor Martin AA,814,700
St. Francis,NY,Monsignor Martin AA,519,700
St. Joseph's Collegiate Institute,NY,Monsignor Martin AA,722,700
Academy of American Studies,NY,PSAL,813,900
Adams Street Academy,NY,PSAL,,900
Addams,NY,PSAL,,900
All City Leadership Academy,NY,PSAL,190,900
American Studies,NY,PSAL,388,900
Archimedes,NY,PSAL,367,900
Art & Design,NY,PSAL,1438,900
Automotive,NY,PSAL,437,900
Aviation,NY,PSAL,2230,900
Banneker Academy,NY,PSAL,908,900
Bard,NY,PSAL,563,900
Barton,NY,PSAL,1528,900
Baruch College,NY,PSAL,440,900
Bathgate,NY,PSAL,845.6363636,900
Bayside,NY,PSAL,,900
Beach Channel,NY,PSAL,,900
Beacon,NY,PSAL,,900
Bedford Academy,NY,PSAL,,900
Bergtraum,NY,PSAL,,900
Bowne,NY,PSAL,,900
Boys & Girls,NY,PSAL,,900
Brandeis,NY,PSAL,,900
Bread and Roses,NY,PSAL,,900
Bronx Academy of Letters,NY,PSAL,,900
Bronx High School of Science,NY,PSAL,,900
Brooklyn College Academy,NY,PSAL,,900
Brooklyn Collegiate,NY,PSAL,,900
Brooklyn Community Arts & Media,NY,PSAL,,900
Brooklyn Law & Tech,NY,PSAL,,900
Brooklyn Studio,NY,PSAL,,900
Brooklyn Tech,NY,PSAL,,900
Bryant,NY,PSAL,,900
Cambria Heights Academy,NY,PSAL,,900
Campus Magnet,NY,PSAL,,900
Canarsie,NY,PSAL,,900
Cardozo,NY,PSAL,,900
Careers in Television & Film,NY,PSAL,,900
Chelsea,NY,PSAL,,900
Cleveland,NY,PSAL,,900
Cobble Hill,NY,PSAL,,900
Collaborative Education,NY,PSAL,,900
Collaborative Studies,NY,PSAL,,900
Columbus,NY,PSAL,,900
Community Health Academy,NY,PSAL,,900
Construction,NY,PSAL,,900
CPH/East Harlem,NY,PSAL,,900
CSI International Studies,NY,PSAL,,900
Curtis,NY,PSAL,,900
Dewey,NY,PSAL,,900
DeWitt Clinton,NY,PSAL,,900
Dodge Vocational,NY,PSAL,,900
Eagle Academy,NY,PSAL,,900
Eagle Academy II,NY,PSAL,,900
East New York Family Academy,NY,PSAL,,900
East New York Transit Tech,NY,PSAL,,900
East Side Community,NY,PSAL,,900
EBC/Bushwick,NY,PSAL,,900
Economics & Finance,NY,PSAL,,900
Edison,NY,PSAL,,900
Environmental,NY,PSAL,,900
Erasmus Hall,NY,PSAL,,900
Evander Childs,NY,PSAL,,900
Evers College Prep,NY,PSAL,,900
Far Rockaway,NY,PSAL,,900
Fashion Industries,NY,PSAL,,900
Flushing,NY,PSAL,,900
Forest Hills,NY,PSAL,,900
Fort Hamilton,NY,PSAL,,900
Foundations Academy,NY,PSAL,,900
Francis Lewis,NY,PSAL,,900
Frederick Douglass Academy III,NY,PSAL,,900
Gateway to Health Sciences,NY,PSAL,,900
Global Studies,NY,PSAL,,900
Goddard Communications Arts & Tech,NY,PSAL,,900
Goldstein,NY,PSAL,,900
Gompers,NY,PSAL,,900
Grady,NY,PSAL,,900
Grand Street Campus,NY,PSAL,,900
Graphic Communication Arts,NY,PSAL,,900
Green,NY,PSAL,,900
Hamer,NY,PSAL,,900
Health Opportunities,NY,PSAL,,900
Health Profession,NY,PSAL,,900
Henry Street,NY,PSAL,,900
Hillcrest,NY,PSAL,,900
Hunter College,NY,PSAL,,900
Info & Network Tech,NY,PSAL,,900
Information Tech,NY,PSAL,,900
Irving,NY,PSAL,,900
Jamaica,NY,PSAL,,900
Jefferson,NY,PSAL,,900
John Adams,NY,PSAL,,900
"Kennedy (Bronx, NY)",NY,PSAL,,900
"Kennedy (Queens, NY)",NY,PSAL,,900
KIPP NYC College Prep,NY,PSAL,,900
Lab Museum United,NY,PSAL,,900
Lafayette,NY,PSAL,,900
Laguardia,NY,PSAL,,900
Lane,NY,PSAL,,900
Language & Tech,NY,PSAL,,900
Law Enforcement & Public Safety,NY,PSAL,,900
Law Government & Justice,NY,PSAL,,900
Law Journalism & Research,NY,PSAL,,900
Leadership & Public Service,NY,PSAL,,900
Leadership Academy,NY,PSAL,,900
Leadership Institute,NY,PSAL,,900
Lehman,NY,PSAL,,900
Life Sciences,NY,PSAL,,900
Lincoln,NY,PSAL,,900
Long Island City,NY,PSAL,,900
Luperon,NY,PSAL,,900
Madison,NY,PSAL,,900
Manhattan Center for Science & Math,NY,PSAL,,900
Manhattan Village Academy,NY,PSAL,,900
Marshall Academy,NY,PSAL,,900
Marta Valle,NY,PSAL,,900
Martin,NY,PSAL,,900
Martin Luther King Jr Educational Campus,NY,PSAL,,900
Maspeth,NY,PSAL,,900
Math Science & Engineering,NY,PSAL,,900
Maxwell Vo-Tech,NY,PSAL,,900
McKee Vo-Tech,NY,PSAL,,900
McKinney School of Art,NY,PSAL,,900
Metropolitan,NY,PSAL,,900
Midwood,NY,PSAL,,900
Millennium,NY,PSAL,,900
Monroe Campus,NY,PSAL,,900
Morel Campos,NY,PSAL,,900
Morris,NY,PSAL,,900
Morrisania,NY,PSAL,,900
Mott Haven,NY,PSAL,,900
NEST+m,NY,PSAL,,900
New Dorp,NY,PSAL,,900
New Utrecht,NY,PSAL,,900
Newcomers,NY,PSAL,,900
Newtown,NY,PSAL,,900
Norman Thomas,NY,PSAL,,900
Onassis,NY,PSAL,,900
Pace,NY,PSAL,,900
Pathways College Prep,NY,PSAL,,900
Petrides,NY,PSAL,,900
Port Richmond,NY,PSAL,,900
Prospect Heights,NY,PSAL,,900
Queens Complex,NY,PSAL,,900
Queens Metro,NY,PSAL,,900
Queens Teaching,NY,PSAL,,900
Queens Vo-Tech,NY,PSAL,,900
Randolph Campus,NY,PSAL,,900
Renaissance,NY,PSAL,,900
Richman,NY,PSAL,,900
Richmond Hill,NY,PSAL,,900
Riverdale/Kingsbridge Academy,NY,PSAL,,900
Robeson Business Tech,NY,PSAL,,900
"Roosevelt (New York, NY)",NY,PSAL,,900
"Roosevelt (Brooklyn, NY)",NY,PSAL,,900
Roosevelt Educational,NY,PSAL,,900
Rucker,NY,PSAL,,900
Rustin,NY,PSAL,,900
Scholars Academy,NY,PSAL,,900
School of the Future,NY,PSAL,,900
Seward Park,NY,PSAL,,900
Sheepshead Bay,NY,PSAL,,900
Sinatra,NY,PSAL,,900
Smith,NY,PSAL,,900
South Bronx,NY,PSAL,,900
South Bronx Prep,NY,PSAL,,900
South Shore,NY,PSAL,,900
Springfield Gardens,NY,PSAL,,900
Stevenson,NY,PSAL,,900
Stuyvesant,NY,PSAL,,900
Sunset Park,NY,PSAL,,900
Taft,NY,PSAL,,900
Teachers Prep,NY,PSAL,,900
Telecommunication Arts Tech,NY,PSAL,,900
The Baccalaureate School for Global Education,NY,PSAL,,900
Tilden,NY,PSAL,,900
Tottenville,NY,PSAL,,900
Townsend Harris,NY,PSAL,,900
Truman,NY,PSAL,,900
Tuitt,NY,PSAL,,900
University Neighborhood,NY,PSAL,,900
Van Arsdale,NY,PSAL,,900
Van Buren,NY,PSAL,,900
Wadleigh,NY,PSAL,,900
"Wagner (Long Island City, NY)",NY,PSAL,,900
"Wagner (Staten Island, NY)",NY,PSAL,,900
Walton,NY,PSAL,,900
Washington,NY,PSAL,,900
Washington Heights Expeditionary,NY,PSAL,,900
West 50th Street,NY,PSAL,,900
Westinghouse,NY,PSAL,,900
Wingate,NY,PSAL,,900
Wings Academy,NY,PSAL,,900
Albemarle,NC,1A,433,500
Alleghany,NC,1A,461,500
Andrews,NC,1A,262,500
Atkins,NC,1A,,500
Avery County,NC,1A,385,500
Bear Grass Charter School,NC,1A,,500
Bessemer City,NC,1A,642,500
Bishop McGuinness,NC,1A,548,500
Blue Ridge,NC,1A,33,500
Camden County,NC,1A,450,500
Cape Hatteras,NC,1A,294,500
Chatham Central,NC,1A,395,500
Chatham Charter,NC,1A,,500
Cherokee,NC,1A,,500
Cherryville,NC,1A,591,500
Christ the King,NC,1A,44,500
Columbia,NC,1A,139,500
Community School of Davidson,NC,1A,,500
Creswell,NC,1A,391,500
East Carteret,NC,1A,,500
East Columbus,NC,1A,495,500
East Montgomery,NC,1A,619,500
East Surry,NC,1A,595,500
East Wake Academy,NC,1A,,500
East Wilkes,NC,1A,517,500
Eastern North Carolina School for the Deaf,NC,1A,70,500
Elkin,NC,1A,376,500
Franklin Academy,NC,1A,,500
Gates County,NC,1A,542,500
Granville Central,NC,1A,591,500
Gray Stone Day,NC,1A,408,500
Hayesville,NC,1A,361,500
Highland Tech,NC,1A,,500
Highlands,NC,1A,354,500
Hiwassee Dam,NC,1A,204,500
Hobbton,NC,1A,,500
James Kenan,NC,1A,,500
Jones Senior,NC,1A,297,500
Kestrel Heights,NC,1A,,500
KIPP Pride,NC,1A,,500
Lakewood,NC,1A,,500
Lejeune,NC,1A,,500
Lincoln Charter,NC,1A,,500
Louisburg,NC,1A,,500
Manteo,NC,1A,,500
Mattamuskeet,NC,1A,,500
Mitchell,NC,1A,,500
Mount Airy,NC,1A,,500
Mountain Island Charter,NC,1A,,500
Murphy,NC,1A,,500
Nantahala,NC,1A,,500
Neuse Charter,NC,1A,,500
North Carolina School for the Deaf,NC,1A,,500
North Duplin,NC,1A,,500
North Edgecombe,NC,1A,,500
North Moore,NC,1A,,500
North Stanly,NC,1A,,500
North Stokes,NC,1A,,500
Northampton County,NC,1A,,500
Northside,NC,1A,,500
Northwest Halifax,NC,1A,,500
Ocracoke,NC,1A,,500
Oxford Preparatory,NC,1A,,500
Pamlico County,NC,1A,,500
Pender,NC,1A,,500
Perquimans,NC,1A,,500
Piedmont Community Charter,NC,1A,,500
Pine Lake Prep,NC,1A,,500
Plymouth,NC,1A,,500
Princeton,NC,1A,,500
Queen's Grant,NC,1A,,500
Raleigh Charter,NC,1A,,500
Research Triangle Academy,NC,1A,,500
River Mill Academy,NC,1A,,500
Riverside,NC,1A,,500
Robbinsville,NC,1A,,500
Rocky Mount Prep,NC,1A,,500
Rosewood,NC,1A,,500
Rosman,NC,1A,,500
Roxboro Community,NC,1A,,500
South Creek,NC,1A,,500
South Davidson,NC,1A,,500
South Robeson,NC,1A,,500
South Stanly,NC,1A,,500
Southeast Halifax,NC,1A,,500
Southside,NC,1A,,500
Spring Creek,NC,1A,,500
Starmount,NC,1A,,500
Swain County,NC,1A,,500
Tarboro,NC,1A,,500
Thomas Jefferson Academy,NC,1A,,500
Trask,NC,1A,,500
Tri-County Early College,NC,1A,,500
Union,NC,1A,,500
Union Academy,NC,1A,,500
Uwharrie Charter Academy,NC,1A,,500
Voyager Academy,NC,1A,,500
Walkertown,NC,1A,,500
Wallace-Rose Hill,NC,1A,,500
Weldon,NC,1A,,500
West Columbus,NC,1A,,500
West Montgomery,NC,1A,,500
Whiteville,NC,1A,,500
Winston-Salem Prep,NC,1A,,500
Woods Charter,NC,1A,,500
Ashe County,NC,2A,967,900
Ayden-Grifton,NC,2A,662,900
Bandys,NC,2A,865,900
Bartlett Yancey,NC,2A,790,900
Beddingfield,NC,2A,819,900
Bertie,NC,2A,473,900
Brevard,NC,2A,714,900
Bunker Hill,NC,2A,953,900
Bunn,NC,2A,868,900
Carrboro,NC,2A,895,900
Carver,NC,2A,,900
Central Academy,NC,2A,,900
Chase,NC,2A,,900
Clinton,NC,2A,,900
Croatan,NC,2A,,900
Cummings,NC,2A,,900
Currituck County,NC,2A,,900
Dixon,NC,2A,,900
Draughn,NC,2A,,900
Durham School of the Arts,NC,2A,,900
East Bladen,NC,2A,,900
East Burke,NC,2A,,900
East Davidson,NC,2A,,900
East Duplin,NC,2A,,900
East Lincoln,NC,2A,,900
East Rutherford,NC,2A,,900
Eastern Randolph,NC,2A,,900
Edenton Holmes,NC,2A,,900
Fairmont,NC,2A,,900
Farmville Central,NC,2A,,900
First Flight,NC,2A,,900
Forbush,NC,2A,,900
Forest Hills,NC,2A,,900
Franklin,NC,2A,,900
Franklinton,NC,2A,,900
Goldsboro,NC,2A,,900
Graham,NC,2A,,900
Greene Central,NC,2A,,900
Hendersonville,NC,2A,,900
Hertford County,NC,2A,,900
Huss,NC,2A,,900
Jordan-Matthews,NC,2A,,900
Kinston,NC,2A,,900
Lake Norman Charter,NC,2A,,900
Lexington,NC,2A,,900
Lincolnton,NC,2A,,900
Madison,NC,2A,,900
Maiden,NC,2A,,900
Midway,NC,2A,,900
Monroe,NC,2A,,900
Mount Pleasant,NC,2A,,900
Mountain Heritage,NC,2A,,900
Newton-Conover,NC,2A,,900
North Brunswick,NC,2A,,900
North Carolina School of Science & Math,NC,2A,,900
North Johnston,NC,2A,,900
North Lenoir,NC,2A,,900
North Pitt,NC,2A,,900
North Rowan,NC,2A,,900
North Surry,NC,2A,,900
North Wilkes,NC,2A,,900
Northeastern,NC,2A,,900
Northside,NC,2A,,900
Owen,NC,2A,,900
Parkwood,NC,2A,,900
Pasquotank,NC,2A,,900
Polk County,NC,2A,,900
Providence Grove,NC,2A,,900
Randleman,NC,2A,,900
Red Springs,NC,2A,,900
Reidsville,NC,2A,,900
Roanoke Rapids,NC,2A,,900
Rutherfordton-Spindale Central,NC,2A,,900
Salisbury,NC,2A,,900
Shelby,NC,2A,,900
Smoky Mountain,NC,2A,,900
South Columbus,NC,2A,,900
South Granville,NC,2A,,900
South Lenoir,NC,2A,,900
South Stokes,NC,2A,,900
Southern Vance,NC,2A,,900
Southwest Edgecombe,NC,2A,,900
Southwest Onslow,NC,2A,,900
St. Pauls,NC,2A,,900
Stuart Cramer,NC,2A,,900
Surry Central,NC,2A,,900
T.W. Andrews,NC,2A,,900
Thomasville,NC,2A,,900
Trinity,NC,2A,,900
Warren County,NC,2A,,900
Washington,NC,2A,,900
West Bladen,NC,2A,,900
West Caldwell,NC,2A,,900
West Davidson,NC,2A,,900
West Lincoln,NC,2A,,900
West Stanly,NC,2A,,900
West Stokes,NC,2A,,900
West Wilkes,NC,2A,,900
Wheatmore,NC,2A,,900
Wilkes Central,NC,2A,,900
A.C. Reynolds,NC,3A,1407,1300
Anson,NC,3A,660,1300
Ashbrook,NC,3A,1456,1300
Asheboro,NC,3A,1240,1300
Asheville,NC,3A,1047,1300
Burns,NC,3A,1077,1300
C.B. Aycock,NC,3A,1187,1300
Carson,NC,3A,1176,1300
Cedar Ridge,NC,3A,1127,1300
Central Cabarrus,NC,3A,1259,1300
Central Davidson,NC,3A,,1300
Chapel Hill,NC,3A,,1300
Cleveland,NC,3A,,1300
Concord,NC,3A,,1300
Corinth Holders,NC,3A,,1300
Cox Mill,NC,3A,,1300
Crest,NC,3A,,1300
Cuthbertson,NC,3A,,1300
Douglas Byrd,NC,3A,,1300
East Gaston,NC,3A,,1300
East Henderson,NC,3A,,1300
East Rowan,NC,3A,,1300
Eastern Alamance,NC,3A,,1300
Eastern Guilford,NC,3A,,1300
Eastern Wayne,NC,3A,,1300
Enka,NC,3A,,1300
Erwin,NC,3A,,1300
Fike,NC,3A,,1300
Foard,NC,3A,,1300
Forestview,NC,3A,,1300
Freedom,NC,3A,,1300
Grays Creek,NC,3A,,1300
Havelock,NC,3A,,1300
Hibriten,NC,3A,,1300
Hickory,NC,3A,,1300
Hickory Ridge,NC,3A,,1300
Hunt,NC,3A,,1300
Jacksonville,NC,3A,,1300
Kings Mountain,NC,3A,,1300
Ledford,NC,3A,,1300
Lee County,NC,3A,,1300
Marvin Ridge,NC,3A,,1300
McMichael,NC,3A,,1300
Morehead,NC,3A,,1300
Nash Central,NC,3A,,1300
North Buncombe,NC,3A,,1300
North Forsyth,NC,3A,,1300
North Gaston,NC,3A,,1300
North Henderson,NC,3A,,1300
North Iredell,NC,3A,,1300
North Lincoln,NC,3A,,1300
Northeast Guilford,NC,3A,,1300
Northern Guilford,NC,3A,,1300
Northern Nash,NC,3A,,1300
Northern Vance,NC,3A,,1300
Northwest Cabarrus,NC,3A,,1300
Northwood,NC,3A,,1300
Orange,NC,3A,,1300
Patton,NC,3A,,1300
Piedmont,NC,3A,,1300
Pisgah,NC,3A,,1300
Richlands,NC,3A,,1300
Robinson,NC,3A,,1300
Rockingham County,NC,3A,,1300
Rocky Mount,NC,3A,,1300
Smithfield-Selma,NC,3A,,1300
South Brunswick,NC,3A,,1300
South Iredell,NC,3A,,1300
South Johnston,NC,3A,,1300
South Point,NC,3A,,1300
South Rowan,NC,3A,,1300
Southern,NC,3A,,1300
Southern Guilford,NC,3A,,1300
Southern Lee,NC,3A,,1300
Southern Nash,NC,3A,,1300
Southern Wayne,NC,3A,,1300
Southwestern Randolph,NC,3A,,1300
St. Stephens,NC,3A,,1300
Statesville,NC,3A,,1300
Sun Valley,NC,3A,,1300
Swansboro,NC,3A,,1300
Terry Sanford,NC,3A,,1300
Topsail,NC,3A,,1300
Triton,NC,3A,,1300
Tuscola,NC,3A,,1300
Union Pines,NC,3A,,1300
Webb,NC,3A,,1300
Weddington,NC,3A,,1300
West Brunswick,NC,3A,,1300
West Carteret,NC,3A,,1300
West Craven,NC,3A,,1300
West Henderson,NC,3A,,1300
West Iredell,NC,3A,,1300
West Rowan,NC,3A,,1300
Western Alamance,NC,3A,,1300
Western Guilford,NC,3A,,1300
Western Harnett,NC,3A,,1300
Westover,NC,3A,,1300
White Oak,NC,3A,,1300
Williams,NC,3A,,1300
A.L. Brown,NC,4A,1409,2000
Alexander Central,NC,4A,1615,2000
Apex,NC,4A,2527,2000
Apex Friendship,NC,4A,,2000
Ardrey Kell,NC,4A,2512,2000
AShley,NC,4A,,2000
Athens Drive,NC,4A,1934,2000
Ben L. Smith,NC,4A,1248,2000
Broughton,NC,4A,2123,2000
Butler,NC,4A,2066,2000
Cape Fear,NC,4A,1538,2000
Cardinal Gibbons,NC,4A,1240,2000
Cary,NC,4A,,2000
Charlotte Catholic,NC,4A,,2000
Clayton,NC,4A,,2000
Conley,NC,4A,,2000
Davie,NC,4A,,2000
Dudley,NC,4A,,2000
E.E. Smith,NC,4A,,2000
East Chapel Hill,NC,4A,,2000
East Forsyth,NC,4A,,2000
East Mecklenburg,NC,4A,,2000
East Wake,NC,4A,,2000
Enloe,NC,4A,,2000
Fuquay-Varina,NC,4A,,2000
Garinger,NC,4A,,2000
Garner Magnet,NC,4A,,2000
Glenn,NC,4A,,2000
Green Hope,NC,4A,,2000
Grimsley,NC,4A,,2000
Harding University,NC,4A,,2000
Harnett Central,NC,4A,,2000
Heritage,NC,4A,,2000
High Point Central,NC,4A,,2000
Hillside,NC,4A,,2000
Hoggard,NC,4A,,2000
Hoke County,NC,4A,,2000
Holly Springs,NC,4A,,2000
Hopewell,NC,4A,,2000
Hough,NC,4A,,2000
Independence,NC,4A,,2000
Jack Britt,NC,4A,,2000
Jordan,NC,4A,,2000
Knightdale,NC,4A,,2000
Lake Norman,NC,4A,,2000
Laney,NC,4A,,2000
Leesville Road,NC,4A,,2000
Lumberton,NC,4A,,2000
Mallard Creek,NC,4A,,2000
McDowell,NC,4A,,2000
Middle Creek,NC,4A,,2000
Millbrook,NC,4A,,2000
Mooresville,NC,4A,,2000
Mount Tabor,NC,4A,,2000
Myers Park,NC,4A,,2000
New Bern,NC,4A,,2000
New Hanover,NC,4A,,2000
North Davidson,NC,4A,,2000
North Mecklenburg,NC,4A,,2000
Northern,NC,4A,,2000
Northwest Guilford,NC,4A,,2000
Olympic,NC,4A,,2000
Overhills,NC,4A,,2000
Page,NC,4A,,2000
Panther Creek,NC,4A,,2000
Parkland,NC,4A,,2000
Person,NC,4A,,2000
Phillip O. Berry Academy of Technology,NC,4A,,2000
Pine Forest,NC,4A,,2000
Pinecrest,NC,4A,,2000
Porter Ridge,NC,4A,,2000
Providence,NC,4A,,2000
Purnell Swett,NC,4A,,2000
R.J. Reynolds,NC,4A,,2000
Ragsdale,NC,4A,,2000
Reagan,NC,4A,,2000
Richmond,NC,4A,,2000
Riverside,NC,4A,,2000
Roberson,NC,4A,,2000
Rocky River,NC,4A,,2000
Rolesville,NC,4A,,2000
Rose,NC,4A,,2000
Sanderson,NC,4A,,2000
Scotland,NC,4A,,2000
Seventy-First,NC,4A,,2000
South Caldwell,NC,4A,,2000
South Central,NC,4A,,2000
South Mecklenburg,NC,4A,,2000
South View,NC,4A,,2000
Southeast Guilford,NC,4A,,2000
Southeast Raleigh,NC,4A,,2000
Southern Alamance,NC,4A,,2000
Southwest Guilford,NC,4A,,2000
Vance,NC,4A,,2000
Wake Forest,NC,4A,,2000
Wakefield,NC,4A,,2000
Watauga,NC,4A,,2000
West Charlotte,NC,4A,,2000
West Forsyth,NC,4A,,2000
West Johnston,NC,4A,,2000
West Mecklenburg,NC,4A,,2000
Bible Baptist Christian,NC,NCCSA A,44,1
Calvary Christian,NC,NCCSA A,8,1
Community Christian Academy,NC,NCCSA A,,1
Cornerstone Christian Academy,NC,NCCSA A,17,1
Fayetteville Street Christian,NC,NCCSA A,49,1
Fellowship Baptist Academy,NC,NCCSA A,37,1
Mount Calvary Christian,NC,NCCSA A,26,1
New Manna Christian,NC,NCCSA A,38,1
Oak Level Baptist Academy,NC,NCCSA A,30,1
Rockwell Christian School,NC,NCCSA A,34,1
Roxboro Christian Academy,NC,NCCSA A,25,1
Shining Light Baptist Academy,NC,NCCSA A,,1
South Charlotte Baptist Academy,NC,NCCSA A,,1
Southview Christian,NC,NCCSA A,,1
"Tabernacle Christian (Hickory, NC)",NC,NCCSA A,,1
"Tabernacle Christian (Monroe, NC)",NC,NCCSA A,,1
Temple Baptist,NC,NCCSA A,,1
Victory Christian,NC,NCCSA A,,1
White Plains Christian,NC,NCCSA A,,1
Woodland Baptist Christian,NC,NCCSA A,,1
Alamance Christian,NC,NCCSA AA,74,1
Berean Baptist Academy,NC,NCCSA AA,111,1
Bethel Christian Academy,NC,NCCSA AA,,1
Cramerton Christian Academy,NC,NCCSA AA,106,1
Faith Christian,NC,NCCSA AA,118,1
Faith Christian Academy,NC,NCCSA AA,92,1
Friendship Christian,NC,NCCSA AA,116,1
Gospel Light Christian,NC,NCCSA AA,,1
Greenville Christian Academy,NC,NCCSA AA,90,1
Hilltop Christian,NC,NCCSA AA,90,1
Raleigh Christian Academy,NC,NCCSA AA,86,1
Sheets Memorial Christian,NC,NCCSA AA,66,1
Union Grove Christian,NC,NCCSA AA,,1
Vandalia Christian,NC,NCCSA AA,,1
Wilmington Christian Academy,NC,NCCSA AA,,1
Wilson Christian Academy,NC,NCCSA AA,,1
Albemarle School,NC,NCISAA 1A,34,1
Cape Fear Christian Academy,NC,NCISAA 1A,91,1
Christ Covenant,NC,NCISAA 1A,,1
Community Christian,NC,NCISAA 1A,68,1
Cresset Christian Academy,NC,NCISAA 1A,73,1
Crossroads Christian,NC,NCISAA 1A,69,1
Grace Christian,NC,NCISAA 1A,84,1
Greenfield,NC,NCISAA 1A,74,1
Halifax Academy,NC,NCISAA 1A,112,1
Hickory Christian Academy,NC,NCISAA 1A,117,1
Hobgood Academy,NC,NCISAA 1A,,1
Kerr-Vance Academy,NC,NCISAA 1A,,1
Lawrence Academy,NC,NCISAA 1A,,1
Lee Christian,NC,NCISAA 1A,,1
Neuse Christian Academy,NC,NCISAA 1A,,1
North Hills Christian,NC,NCISAA 1A,,1
Northeast Academy,NC,NCISAA 1A,,1
Northwood Temple Academy,NC,NCISAA 1A,,1
Oakwood,NC,NCISAA 1A,,1
Pope John Paul II,NC,NCISAA 1A,,1
Pungo Christian Academy,NC,NCISAA 1A,,1
Ridgecroft,NC,NCISAA 1A,,1
Statesville Christian,NC,NCISAA 1A,,1
Terra Ceia Christian,NC,NCISAA 1A,,1
The Burlington School,NC,NCISAA 1A,,1
Trinity Christian,NC,NCISAA 1A,,1
United Faith Christian Academy,NC,NCISAA 1A,,1
University Christian,NC,NCISAA 1A,,1
Victory Christian Center,NC,NCISAA 1A,,1
Wayne Christian,NC,NCISAA 1A,,1
Wayne Country Day,NC,NCISAA 1A,,1
Woodlawn,NC,NCISAA 1A,,1
American Hebrew Academy,NC,NCISAA 2A,137,200
Arendell Parrott Academy,NC,NCISAA 2A,242,200
Asheville Christian Academy,NC,NCISAA 2A,166,200
Burlington Christian Academy,NC,NCISAA 2A,185,200
Caldwell Academy,NC,NCISAA 2A,228,200
Calvary Baptist Day,NC,NCISAA 2A,185,200
Cape Fear Academy,NC,NCISAA 2A,186,200
Carmel Christian,NC,NCISAA 2A,264,200
Carolina Day,NC,NCISAA 2A,194,200
Carolina Friends,NC,NCISAA 2A,137,200
Cary Christian,NC,NCISAA 2A,,200
Coastal Christian,NC,NCISAA 2A,,200
Concord First Assembly Academy,NC,NCISAA 2A,,200
Davidson Day,NC,NCISAA 2A,,200
Epiphany,NC,NCISAA 2A,,200
Faith Christian,NC,NCISAA 2A,,200
Fayetteville Academy,NC,NCISAA 2A,,200
Fayetteville Christian,NC,NCISAA 2A,,200
Freedom Christian Academy,NC,NCISAA 2A,,200
Gaston Day,NC,NCISAA 2A,,200
Grace Christian,NC,NCISAA 2A,,200
Harrells Christian Academy,NC,NCISAA 2A,,200
Northside Christian Academy,NC,NCISAA 2A,,200
O'Neal,NC,NCISAA 2A,,200
Rocky Mount Academy,NC,NCISAA 2A,,200
Salem Baptist Christian,NC,NCISAA 2A,,200
St. David's,NC,NCISAA 2A,,200
St. Thomas More Academy,NC,NCISAA 2A,,200
Trinity Academy,NC,NCISAA 2A,,200
Trinity of Durham and Chapel Hill,NC,NCISAA 2A,,200
Village Christian Academy,NC,NCISAA 2A,,200
Westchester Country Day,NC,NCISAA 2A,,200
Westminster Catawba Christian,NC,NCISAA 2A,,200
Asheville School,NC,NCISAA 3A,275,400
Cannon,NC,NCISAA 3A,261,400
Cary Academy,NC,NCISAA 3A,419,400
Charlotte Christian,NC,NCISAA 3A,305,400
Charlotte Country Day,NC,NCISAA 3A,498,400
Charlotte Latin,NC,NCISAA 3A,427,400
Christ School,NC,NCISAA 3A,197,400
Covenant Day,NC,NCISAA 3A,257,400
Durham Academy,NC,NCISAA 3A,342,400
Forsyth Country Day,NC,NCISAA 3A,250,400
Gaston Christian,NC,NCISAA 3A,,400
Greensboro Day,NC,NCISAA 3A,,400
Hickory Grove Christian,NC,NCISAA 3A,,400
High Point Christian Academy,NC,NCISAA 3A,,400
Metrolina Christian Academy,NC,NCISAA 3A,,400
North Raleigh Christian Academy,NC,NCISAA 3A,,400
Providence Day,NC,NCISAA 3A,,400
Rabun Gap-Nacoochee,NC,NCISAA 3A,,400
Ravenscroft,NC,NCISAA 3A,,400
SouthLake Christian Academy,NC,NCISAA 3A,,400
Wake Christian Academy,NC,NCISAA 3A,,400
Wesleyan Christian Academy,NC,NCISAA 3A,,400
Bismarck,ND,Class A,1612,1200
Century,ND,Class A,1545,1200
Devils Lake/North Dakota School for the Deaf,ND,Class A,,1200
Dickinson/Hope Christian,ND,Class A,,1200
Fargo Davies,ND,Class A,1190,1200
Fargo North,ND,Class A,978,1200
Fargo South,ND,Class A,1108,1200
Grand Forks Central,ND,Class A,951,1200
Jamestown,ND,Class A,679,1200
Mandan,ND,Class A,1029,1200
Minot,ND,Class A,,1200
Red River,ND,Class A,1129,1200
Shanley,ND,Class A,314,1200
St. Mary's Central,ND,Class A,,1200
Turtle Mountain,ND,Class A,,1200
Valley City,ND,Class A,,1200
Wahpeton,ND,Class A,,1200
West Fargo,ND,Class A,,1200
Williston,ND,Class A,,1200
Barnes County North co-op [North Central/Wimbledon-Courtenay],ND,Class B,,200
Beach,ND,Class B,108,200
Benson County [Leeds/Maddock],ND,Class B,,200
Berthold,ND,Class B,93,200
Beulah,ND,Class B,229,200
Bishop Ryan,ND,Class B,100,200
Bottineau,ND,Class B,169,200
Bowman County co-op [Bowman/Rhame],ND,Class B,143,200
Burke Central/Bowbells,ND,Class B,37,200
Carrington,ND,Class B,169,200
Cavalier,ND,Class B,106,200
